age,income,loan,credit,approved
50,25000,5000,791,1
34,25000,121664,750,0
41,85661,124775,648,0
51,36146,5000,687,1
45,25000,34486,612,0
75,69763,62426,746,1
60,31726,38784,613,0
58,93523,29924,715,1
56,92530,5000,814,1
39,96763,5000,641,1
66,25000,114643,711,0
34,76816,61820,582,0
51,70143,44825,689,1
23,26134,5000,616,0
63,25000,9465,704,0
23,70652,25534,649,1
51,117564,97262,617,0
18,25000,5000,677,1
27,41699,5000,501,0
38,80261,173898,613,0
22,119996,5000,850,1
19,62505,5000,670,1
39,152240,5000,653,1
65,25000,5000,713,1
74,25000,82090,761,0
19,115708,81107,802,1
27,25000,5000,683,1
51,93461,5000,673,1
33,63218,72954,715,0
65,38959,75635,692,0
68,57933,5000,676,1
56,25000,5000,730,1
39,62266,199306,729,0
29,75696,9222,692,1
41,58351,149475,850,0
64,51602,48288,821,1
57,85165,117601,727,0
55,141382,80022,769,1
27,64351,43679,641,0
52,107799,42732,690,1
68,36352,5000,739,1
66,25000,16665,785,1
49,93132,5000,615,0
24,65658,5000,642,1
38,120179,5000,693,1
37,128016,42991,795,1
43,108563,81036,693,0
21,107694,18998,768,1
63,25000,106390,677,0
69,92780,5000,739,1
39,109515,36935,612,0
32,25000,231869,635,0
73,75350,5000,670,1
57,33290,5000,604,0
38,116100,5000,600,0
32,36760,48275,656,0
39,43285,31322,582,0
69,56437,40057,675,0
45,164976,5000,703,1
31,115186,5000,624,1
44,139504,34324,658,1
58,25000,5000,656,1
57,25000,100520,791,0
75,128543,5000,691,1
45,25000,17923,837,1
43,48132,5000,651,1
66,157213,5000,650,1
19,36461,5000,760,1
42,25000,26464,503,0
73,76898,5000,734,1
20,25000,41215,673,0
25,124490,5000,687,1
61,39205,25978,656,0
50,31190,5000,721,1
59,76175,102982,550,0
69,58822,117707,627,0
52,85093,5000,817,1
23,95860,254112,684,0
56,66308,90857,597,0
69,28542,9342,684,0
40,104220,5000,732,1
42,47263,5000,686,1
67,40236,5000,672,1
60,80706,21210,638,1
36,25000,26499,591,0
22,90635,5000,549,0
68,82830,138379,621,0
28,119872,92941,771,1
73,54984,177779,650,0
29,127993,59431,668,1
27,96185,113737,573,0
25,73928,5000,680,1
41,147667,78179,651,1
45,78808,5000,656,1
58,54265,5000,638,1
53,79953,230523,639,0
54,53441,5000,662,1
38,89945,28469,677,1
25,127827,86155,521,0
72,74679,26896,562,0
26,78605,5000,643,1
64,106913,5000,744,1
32,122489,94117,580,0
65,56894,53861,720,0
63,81893,96910,795,0
57,107090,76990,661,1
35,88198,34836,648,1
59,25000,31055,717,0
37,114309,37740,687,1
23,95915,5000,636,1
29,98757,5000,699,1
19,27313,70159,631,0
24,81095,145256,776,0
33,108733,5000,664,1
20,39776,220999,709,0
62,50178,85410,796,0
20,109419,64840,667,0
44,48315,5000,627,1
67,66659,5000,639,1
60,33615,78902,679,0
57,147797,50068,669,1
55,95824,5000,667,1
50,64784,5000,704,1
45,57304,5000,688,1
18,25865,5000,647,1
72,70595,51716,680,1
25,101602,5000,631,1
54,42607,92317,646,0
49,79221,5000,516,0
65,60304,108095,621,0
60,130204,274776,737,0
54,49532,92300,724,0
21,106086,5000,731,1
47,130760,5000,709,1
23,59914,5000,646,1
63,51456,116270,591,0
71,111908,43041,657,1
36,25000,5000,463,0
49,92223,5000,759,1
26,25000,5000,694,1
29,123896,90994,739,1
28,64916,5000,644,1
63,71368,96709,567,0
72,46030,5000,692,1
33,25000,93399,692,0
18,125634,9411,670,1
62,68157,105987,699,0
72,203350,5000,646,1
70,42592,5000,693,1
38,49132,5000,712,1
47,39110,96700,797,0
30,67953,5000,733,1
51,138008,5000,593,0
21,115405,10004,652,1
45,25000,61925,620,0
55,123164,5000,775,1
75,102311,76210,645,1
48,94255,5000,661,1
72,47630,109120,672,0
44,50603,90521,708,0
22,80482,5000,596,0
42,52873,87647,679,0
20,127505,5000,745,1
50,51161,42941,656,1
21,25000,5000,808,1
42,25000,55065,618,0
37,25481,16414,644,0
51,64466,5000,734,1
43,83642,5000,682,1
22,77152,12707,663,1
52,93436,125443,601,0
45,64908,52738,639,1
46,66323,5000,808,1
26,145074,11313,702,1
69,123214,125075,720,0
55,91332,5212,636,1
67,111666,5000,693,1
23,25000,169784,660,0
36,42098,5000,592,0
61,57711,11899,628,1
74,42569,5000,643,1
28,25000,82228,826,0
19,91821,68514,810,1
64,130429,5000,562,0
61,74487,5000,622,1
61,100927,41111,667,0
26,73298,47459,681,1
38,57334,11695,670,1
41,111767,5411,809,1
51,25000,5000,646,1
39,25000,178020,807,0
20,25000,81071,747,0
29,109143,30472,675,1
45,78488,108096,634,0
47,90061,13679,633,1
43,142076,5000,815,1
65,28466,57678,730,0
38,123166,41120,700,1
45,59147,164545,526,0
73,53065,5000,645,1
43,78248,5000,654,1
50,84509,198099,695,0
38,66578,124762,670,0
52,99412,80935,653,0
69,78409,5000,702,1
51,67026,63417,742,1
58,58348,5000,638,1
68,84533,5000,610,0
64,25000,5000,640,0
35,32021,5000,612,0
75,60301,5000,661,1
28,96795,85672,820,1
74,160714,172993,656,0
40,68626,108103,602,0
65,25000,89931,649,0
39,43390,5000,789,1
34,101355,45374,660,0
22,36188,5000,623,1
61,25000,5000,558,0
28,101146,5000,656,1
47,93595,5000,578,0
32,25000,84974,695,0
44,39200,93741,650,0
52,124786,5000,533,0
50,109113,53487,796,1
37,27105,121356,829,0
33,25000,17847,697,0
51,85740,5000,787,1
19,63157,5000,696,1
52,82269,144470,543,0
57,100386,24436,662,1
73,36749,200857,635,0
45,57714,5000,575,0
64,39037,5000,680,1
56,40470,5000,627,1
23,97590,115791,693,0
26,80762,37538,731,1
37,25000,5000,798,1
18,104004,5000,677,1
25,60997,68836,601,0
72,105846,5000,642,1
40,34410,57381,650,0
20,37972,101957,840,0
21,85068,5000,672,1
75,31141,5000,715,1
42,64004,8365,756,1
64,26597,5000,776,1
55,59345,5000,694,1
32,73725,76941,655,0
38,75610,80052,645,0
52,60410,47456,590,0
74,88334,5000,742,1
70,80911,40809,850,1
70,71425,5000,774,1
63,49965,84780,681,0
69,117729,5000,590,0
31,90451,9832,641,1
53,33555,16495,708,0
29,100955,291377,656,0
34,110019,5000,671,1
56,71737,5000,706,1
26,74396,5000,694,1
52,25000,50335,842,0
30,41262,168492,839,0
32,108747,11674,658,1
35,43695,5000,752,1
68,68606,25136,582,0
50,40655,112777,745,0
23,84232,140516,713,0
44,90749,5000,616,0
40,91818,82653,760,1
44,29425,21870,608,0
51,79268,145401,670,0
73,138062,213616,690,0
63,104939,175646,561,0
55,78733,5000,691,1
31,25000,5000,616,0
53,65025,165554,651,0
70,140854,21683,673,1
25,127744,5000,561,0
52,93456,5000,644,1
36,46226,41175,667,1
47,77091,5000,654,1
31,105939,61226,613,0
37,112621,45214,585,0
66,87504,5000,608,0
42,109201,5000,544,0
57,72652,105570,620,0
41,70883,112618,765,0
31,56643,5000,571,0
43,91981,44083,743,1
55,115013,5000,586,0
40,103337,25705,715,1
39,26278,118426,850,0
65,28421,163464,721,0
74,119145,19950,666,1
36,82062,5000,668,1
63,83625,5000,742,1
68,82724,5000,707,1
20,145065,24521,698,1
59,57148,16049,647,1
36,119665,5000,703,1
26,84344,124966,554,0
45,25000,63120,638,0
37,42005,16756,805,1
62,50718,84693,741,0
24,118724,27919,670,1
31,124091,154190,603,0
26,89154,5000,820,1
72,54089,56257,636,0
74,38560,5000,612,0
36,120503,5000,692,1
64,25000,42151,642,0
69,70844,5000,539,0
31,169578,5000,579,0
73,54208,5000,666,1
55,25000,5000,600,0
70,25000,20449,571,0
53,171160,92807,577,0
57,88945,5000,666,1
34,40236,174714,670,0
47,67434,48292,738,0
26,48481,5000,595,0
50,25000,56653,667,0
73,106524,25968,633,1
69,76352,140191,718,0
42,103199,28642,681,1
31,75262,9747,704,1
28,80249,195835,766,0
70,25000,5000,693,0
52,111313,5000,756,1
58,31467,51256,588,0
31,41716,5000,577,0
47,53885,5000,772,1
58,25000,62326,699,0
21,51697,5000,721,1
21,48912,19100,761,1
45,59886,130708,626,0
25,25000,54357,636,0
19,112108,5000,737,1
58,90922,61487,655,0
63,40438,5000,641,1
39,51738,5714,591,0
58,108525,90586,742,1
73,64700,5000,641,1
72,25378,74925,741,0
33,71656,11591,714,1
46,31486,5000,777,1
66,46685,5000,561,0
65,72975,5000,479,0
47,117208,37141,802,1
29,155932,8020,750,1
52,129504,139560,608,0
28,72125,5000,622,1
63,165293,73449,683,1
67,97330,121462,665,0
38,35812,168410,633,0
38,78781,5000,620,1
22,48723,111950,646,0
65,25083,46472,714,0
37,28031,114179,681,0
54,69110,5000,645,1
20,105168,20699,633,1
61,117728,5000,830,1
50,25211,5000,639,1
70,62869,33291,716,0
26,94463,229591,850,0
26,81074,83510,728,0
21,102781,5000,713,1
52,57612,6643,766,1
34,125916,75004,777,1
51,74830,15107,678,1
41,105308,15389,587,0
49,59769,5000,669,1
18,77335,26235,720,1
25,25000,5000,655,1
62,41529,5000,663,1
40,66701,5000,793,1
64,79002,82821,734,0
57,182248,158908,721,1
29,59724,62109,607,0
71,25000,72738,662,0
29,143099,39027,706,1
63,118153,97073,725,1
64,28739,47070,791,0
32,93610,59809,726,0
58,108408,5000,642,1
36,81553,51036,811,1
43,88032,31861,660,1
69,49709,5000,744,1
46,95151,5000,639,1
39,55345,5000,625,1
57,25000,73126,585,0
38,82850,48799,590,0
68,25000,35536,646,0
55,115539,48400,771,1
37,29767,5000,698,1
74,25000,171065,555,0
46,25000,105447,738,0
68,73340,79649,679,0
21,82460,148761,786,0
72,25000,46889,645,0
24,32104,7401,616,0
45,74677,51905,801,1
45,113889,152154,750,0
21,26596,5000,560,0
39,90167,151199,705,0
29,25000,5000,560,0
62,87635,72646,746,1
20,105231,110816,602,0
39,95968,81554,592,0
61,114775,113804,777,1
19,112109,19799,708,1
41,148877,5000,731,1
51,79344,114020,646,0
44,148995,177889,674,0
72,37236,16828,789,1
58,66786,84555,702,0
18,70399,5000,843,1
25,33288,5000,666,0
40,25000,38587,747,0
55,109771,5000,757,1
23,37802,37697,693,0
39,58966,272425,775,0
42,138383,5000,642,1
35,97883,57324,740,1
34,144608,5000,607,0
29,79821,71863,591,0
23,97219,5000,682,1
43,65373,53411,670,1
44,41052,51271,602,0
25,97071,41128,733,1
36,57563,5000,789,1
59,100780,7292,657,1
18,52181,48857,752,1
74,67984,10588,635,1
46,71188,142264,666,0
62,118078,33281,676,1
66,58026,5000,738,1
52,122479,64514,674,1
57,38805,5000,540,0
31,85794,186923,763,0
52,47495,5000,687,1
65,119629,101716,519,0
62,42253,89263,779,0
37,46330,5000,783,1
73,25000,74756,604,0
66,79121,5000,580,0
30,98641,16765,759,1
55,94325,67631,760,1
66,69230,26133,713,1
63,48578,5000,648,1
66,63852,62829,624,1
25,65378,13351,722,1
60,85104,21151,635,1
37,82354,25879,635,1
50,144588,5000,734,1
43,76585,5000,748,1
56,89432,5000,785,1
38,77858,62826,552,0
70,61930,5000,645,1
66,89162,125140,656,0
59,58173,46133,678,0
60,72671,59150,590,0
71,121370,5000,719,1
58,55585,5000,812,1
26,90493,72553,596,0
41,25000,5000,693,1
54,67586,5000,767,1
66,55315,5000,663,1
58,79810,23622,628,1
34,65550,5000,692,1
41,80660,5000,731,1
38,59853,110665,591,0
68,90453,32557,752,1
56,25000,125949,665,0
72,79456,5000,633,1
58,37516,122252,572,0
56,121714,5000,634,1
30,36871,77990,637,0
28,114808,21338,596,0
63,74538,138389,713,0
36,25000,5000,690,1
28,39949,5000,748,1
30,108912,70534,730,0
63,106640,161774,635,0
62,25000,48894,658,0
18,137514,26631,627,1
57,74017,5000,568,0
61,110393,105752,706,1
36,26526,25871,691,0
29,56762,86064,637,0
25,91636,45778,736,0
25,62473,193200,656,0
70,25000,5000,766,1
62,67368,5000,669,1
29,25000,111073,589,0
65,32172,113036,786,0
50,25000,115568,705,0
62,120302,28986,613,0
43,132854,46612,651,1
56,88662,5000,621,1
45,65797,17130,749,1
75,76133,52143,534,0
22,120274,52186,699,1
25,25000,5000,559,0
42,31995,5000,548,0
44,115161,113535,708,0
63,123490,100988,595,0
40,98588,11418,728,1
47,33201,112597,747,0
62,114581,105158,648,0
64,129457,5000,714,1
40,103730,21686,783,1
66,25000,137092,612,0
64,79983,5000,740,1
37,98409,5000,625,1
35,54375,80129,680,0
35,82467,133387,636,0
19,54461,7607,639,1
21,40536,5000,654,1
47,135423,5000,638,1
50,83602,6136,670,1
53,30760,5000,761,1
35,25000,5000,583,0
54,40560,134862,710,0
36,40777,5000,604,0
64,80861,9817,608,0
45,94422,98879,550,0
57,94379,5000,755,1
37,44995,62631,663,0
66,111825,94815,617,0
50,124113,36273,689,1
29,64601,37916,655,1
75,33717,5000,757,1
68,79011,5000,608,0
32,161403,42975,670,1
58,32668,5000,739,1
56,53953,5000,605,0
19,77297,17744,647,1
46,96666,60305,590,0
58,25000,37048,619,0
27,127235,5000,571,0
19,126691,118283,605,0
68,58008,38283,588,0
28,183264,107655,633,1
30,124108,5000,748,1
27,121977,51200,699,1
31,122502,71631,770,1
35,121348,110361,652,1
68,74123,103598,617,0
71,70161,5000,671,1
26,37257,20737,637,0
74,51905,5000,708,1
56,62564,41436,574,0
45,77618,5000,674,1
20,138931,5000,785,1
37,25000,220851,615,0
23,128797,184827,649,0
44,34524,123273,559,0
70,70819,68737,757,1
19,46024,92037,673,0
46,149171,92254,643,1
55,55001,162375,683,0
20,95857,5000,675,1
33,97930,5000,630,1
47,28599,28784,581,0
57,71129,77641,690,0
19,123173,9612,681,1
34,40070,5000,652,1
58,108158,144978,658,0
29,61756,5000,755,1
52,121546,147492,700,0
60,144899,107053,587,0
18,25000,182956,770,0
72,25000,204648,727,0
62,57459,59618,722,0
32,133616,196278,624,0
43,96298,70418,739,1
54,25209,61693,692,0
38,102156,45504,598,0
66,38450,5000,700,1
48,109821,90773,746,1
42,96558,122049,719,0
40,38275,5000,554,0
41,72361,234787,707,0
74,123987,159960,654,0
55,25000,5000,548,0
45,87044,74987,725,1
38,30724,26545,727,0
71,74352,56627,677,1
60,93310,19125,608,0
35,155526,71852,777,1
53,73948,5000,718,1
52,133621,205205,722,0
62,41380,5000,744,1
72,55199,74190,764,0
26,98482,5000,702,1
70,83070,17500,600,0
55,61863,66900,631,0
75,60779,37824,643,1
47,128331,40350,765,1
61,63462,5000,695,1
51,34166,5000,632,1
49,40804,83048,666,0
20,101796,5000,772,1
20,165260,5000,723,1
45,54040,5000,752,1
61,160945,5000,601,0
32,74566,5000,665,1
58,63807,5000,635,1
40,38588,73444,785,0
57,67079,74355,670,0
28,44754,54854,639,0
65,41544,140015,539,0
49,25000,5000,778,1
75,145644,5000,782,1
74,117575,92824,536,0
71,85864,5000,694,1
53,69239,19049,746,1
50,74776,52256,713,0
41,43923,194863,649,0
56,29645,5000,613,0
51,103696,5000,761,1
73,64511,82885,733,0
45,88029,78159,724,1
54,25000,5000,761,1
24,62382,44812,833,1
21,28865,5000,657,0
54,94362,65733,657,0
73,114811,5000,651,1
18,133387,262625,615,0
18,49840,87685,763,0
64,29884,5000,774,1
37,58256,8566,754,1
36,47027,5000,796,1
46,92249,5000,687,1
27,25000,46933,706,0
35,25000,141327,725,0
45,61142,21906,650,1
52,104060,5000,605,0
60,33901,5000,690,1
64,108964,5000,647,1
48,89613,37114,831,1
44,136871,18720,575,0
28,42909,5000,675,1
66,25000,5000,700,0
66,98941,5000,621,1
55,86194,101794,647,0
22,83099,7198,684,1
25,33086,5000,598,0
51,106006,5000,708,1
65,49662,123975,790,0
69,83082,5000,653,1
73,56617,5000,733,1
29,89175,16376,799,1
55,27194,48048,750,0
18,94987,18582,629,1
48,101303,111852,572,0
21,79639,18587,658,1
66,140755,83941,684,1
62,83286,45735,535,0
67,111750,5000,681,1
22,78696,172824,622,0
47,108175,122454,671,0
73,25000,5000,658,1
41,76317,21109,665,1
20,29922,79215,732,0
28,80617,44402,610,0
62,90367,38564,551,0
21,107299,70448,738,1
43,94596,58277,725,1
44,61525,58641,717,0
63,44856,37308,618,0
71,25000,81111,722,0
60,77754,46774,590,0
44,120514,48784,658,1
59,79335,139989,786,0
68,71609,64675,721,1
67,80722,56444,674,1
23,59491,5000,669,1
32,82798,5000,602,0
70,58801,121336,793,0
47,39044,75651,750,0
59,71988,103404,735,0
54,71115,45813,673,1
75,150006,61798,654,1
54,42772,18339,626,1
59,68622,27861,780,1
54,64733,5000,553,0
52,57092,136697,719,0
40,95524,5000,569,0
23,164518,54603,665,1
21,62166,17468,678,1
35,95635,106144,590,0
26,25000,48211,620,0
66,59258,66920,731,0
46,137209,46606,783,1
30,72800,5000,701,1
64,95093,74028,631,1
69,50089,22064,612,0
34,85302,5000,628,1
62,140311,5000,678,1
49,28596,5000,698,1
65,162461,91127,765,1
39,25000,170949,674,0
21,55579,39471,633,1
22,41563,5000,601,0
54,64101,63310,665,1
58,41043,116190,564,0
66,38011,183698,637,0
30,27530,131129,591,0
51,100762,47941,661,1
62,65481,76006,711,0
39,55019,5000,706,1
70,86290,93755,727,0
40,25000,104717,615,0
68,87254,5000,779,1
20,71249,41414,726,0
59,72478,149207,724,0
51,95766,5000,758,1
49,140740,5000,692,1
62,87918,27786,671,1
68,67005,116083,774,0
75,27694,62048,621,0
66,25000,32155,665,0
38,80115,5000,760,1
63,25000,5000,665,1
61,25000,44621,638,0
38,60965,25317,613,0
61,84579,98200,696,0
28,104772,65248,649,1
56,117450,5000,714,1
21,110028,50490,794,1
68,111103,37233,755,1
18,25000,5000,517,0
45,69016,5000,730,1
41,98193,34805,735,1
52,76854,20930,659,1
30,68794,55259,767,1
64,76123,36268,700,1
51,84821,57254,543,0
28,71924,43349,689,0
53,41148,28141,660,1
68,25000,42763,635,0
34,66838,5000,705,1
52,77299,5000,725,1
35,76863,37871,726,0
57,113116,5000,728,1
39,120224,5000,599,0
74,70839,5000,605,0
41,71125,5000,698,1
75,97925,5000,755,1
36,92061,5000,704,1
54,57297,5163,532,0
56,101360,48506,718,1
38,69145,114033,570,0
25,69995,205933,727,0
45,92344,5000,640,1
22,62953,5000,701,1
34,78786,5143,827,1
54,86901,41061,655,0
53,107687,59163,627,1
71,104925,5000,649,1
36,85681,5000,574,0
44,25000,112768,609,0
70,84734,70213,754,1
51,90915,87058,541,0
28,99037,12827,636,1
71,36759,58092,696,0
62,25000,5000,651,0
64,107246,5000,774,1
29,26018,125540,668,0
71,123886,32473,656,1
38,51853,179542,690,0
71,33913,5000,699,0
28,88984,234171,680,0
56,99647,245630,674,0
45,97263,5000,543,0
22,95064,5000,600,0
34,46688,130160,720,0
73,25000,5000,750,1
37,59413,8751,769,1
58,29171,5000,578,0
63,92301,5000,621,1
75,109969,39437,784,1
29,81907,8110,653,1
23,74962,5000,723,1
34,62582,145287,850,0
68,114213,157947,753,0
36,25000,70991,664,0
43,26753,40061,670,0
65,148069,5000,716,1
61,25000,5000,545,0
61,96241,117132,710,0
69,104471,77833,660,0
49,25000,66422,674,0
23,25000,69822,687,0
72,125588,114999,789,1
75,36082,102999,697,0
53,37174,85152,696,0
55,54164,5000,730,1
28,36180,164750,685,0
50,96050,5000,726,1
41,27718,5000,672,1
40,25000,5000,761,1
32,121254,5000,769,1
44,29683,76686,727,0
28,44919,28914,519,0
74,108194,120292,692,0
68,77809,5000,545,0
67,119493,46871,706,1
34,108805,9450,792,1
68,56862,5000,759,1
70,115876,5000,661,1
31,81710,33490,668,0
44,51064,5000,551,0
35,86616,151573,680,0
45,25000,80165,665,0
68,108353,108514,592,0
64,103164,5000,611,0
64,79814,100851,596,0
21,25000,93310,830,0
24,121176,5000,688,1
62,92483,15084,732,1
52,74081,5000,744,1
65,67773,5395,792,1
26,53531,75170,790,0
25,61221,5000,746,1
69,105768,32889,573,0
62,54330,233650,746,0
34,64027,5000,652,1
34,69896,56570,591,0
66,70992,5000,653,1
50,50287,5000,690,1
49,68192,93943,500,0
25,88732,5000,708,1
36,38807,157950,759,0
55,68377,75429,686,0
20,152239,5000,604,0
22,72474,5000,722,1
30,37783,87648,678,0
64,33103,5000,801,1
63,25000,5000,519,0
48,140084,5000,499,0
72,115320,79871,673,1
33,25000,5000,647,1
67,83548,58777,698,1
49,123993,5000,709,1
39,73381,5000,786,1
46,55335,87581,663,0
39,164635,17318,711,1
60,25000,5000,587,0
20,180303,5000,850,1
71,77399,5000,757,1
27,126617,192741,741,1
59,26975,51234,623,0
38,45976,41119,775,1
33,31801,5000,750,1
29,70958,92944,724,0
19,87309,5000,672,1
58,117672,71494,606,0
41,25000,71927,676,0
52,81275,111403,624,0
73,110796,5000,706,1
47,118287,120179,602,0
74,57379,58304,629,0
47,57876,5000,534,0
64,71319,5000,717,1
52,82442,5000,710,1
36,127103,44946,644,1
67,26596,5000,509,0
25,43549,5000,561,0
43,25000,5000,687,1
66,92110,5000,750,1
57,119054,5000,610,0
24,25000,203620,764,0
47,78548,99094,797,0
24,116160,5000,711,1
20,106381,5000,753,1
18,105910,5000,601,0
53,27404,17973,555,0
42,105777,172013,810,1
54,67562,125788,610,0
18,117806,45842,760,1
32,92966,6465,709,1
54,42379,74115,803,0
30,86152,52385,734,0
57,107740,64636,597,0
25,54745,45789,655,0
22,80152,65584,729,0
26,25000,5000,641,0
18,96961,20373,753,1
53,72749,48681,686,1
52,111563,5000,754,1
19,95834,5000,759,1
57,58713,30418,701,1
40,41145,361831,670,0
26,31943,5000,642,1
51,54703,18619,599,0
63,110483,130910,800,0
31,25000,171849,685,0
21,33571,5000,662,1
47,109359,107169,663,0
48,128158,93300,676,1
55,35673,5000,645,0
28,33127,79996,639,0
52,131286,16154,584,0
25,70056,5000,683,1
20,39218,167525,771,0
31,116784,81946,629,1
30,95139,5000,718,1
62,104466,19782,720,1
49,41302,5000,708,1
51,89993,13148,811,1
62,124851,71276,722,1
36,100631,53472,684,1
55,111794,144726,703,0
33,131125,127748,739,1
19,92106,5000,801,1
57,52395,22134,663,1
34,110084,5000,692,1
72,30771,5000,850,1
51,66107,5000,676,1
59,98523,5000,673,1
33,25000,142008,621,0
55,85098,90216,685,0
19,86985,79364,674,1
19,29562,124027,707,0
43,88034,79016,698,0
30,82597,23218,541,0
73,76358,5000,588,0
64,122577,165651,668,0
48,110156,134510,650,0
51,100599,12443,607,0
56,34031,91109,551,0
20,74306,5000,793,1
25,122377,95138,792,1
40,66413,5000,732,1
31,137170,246998,639,0
73,101767,122049,782,1
72,143382,5000,629,1
44,32306,5000,710,1
71,68813,34846,624,1
46,72594,26604,681,1
56,99246,22991,714,1
70,45456,108778,575,0
56,25000,5000,650,1
18,90127,24213,697,1
34,60341,152085,592,0
58,56172,153377,613,0
47,47287,108219,697,0
70,79955,5000,642,1
30,31925,5000,593,0
38,67232,26696,682,1
36,41851,32276,710,0
70,50632,27173,837,1
36,89152,74503,685,0
74,101056,58853,680,0
42,62755,55512,660,0
39,113713,5000,760,1
48,36091,5000,702,1
34,25000,85571,738,0
72,25000,34855,695,0
40,31983,62704,744,0
49,25000,64937,706,0
27,155846,5000,581,0
27,25000,167720,659,0
53,112497,5000,661,1
25,73994,139915,711,0
71,83984,63972,690,0
69,38770,5000,773,1
37,88018,5000,707,1
49,38443,5000,713,1
67,111910,5000,609,0
31,115220,5000,690,1
